index,input_dataset,dataschema_variable,label:en,description:en,valueType,unit,other_format,Categories::label:en,input_variables,Variable label,Variable description,Coding,Unit (abbreviated),`Mlstr_harmo::comment`,`Mlstr_harmo::status`,Mlstr_harmo::status_detail,Mlstr_harmo::rule_category,Mlstr_harmo::algorithm,comment_question_for_cohort,response_from_cohort
79,H16,phy_sport_participation,Sport participation,Indicator of whether the participant is participating in sport activity or not,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
80,H16,phy_active_commuting,Active commuting,Indicator of whether the participant is engaging in active commuting,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
81,H16,phy_leisure_time,"Leisure-time physical activity, including sport",Indicator of whether the participant is engaging in physical activity during leisure-time (including sport),integer,,,"0 = No ; 
1 = Yes",v7_9,"Leisure-time physical activity
total volume",,"1=primarily sedentary
2=light to moderately
3=mod to vigorous
4=Vigorous
<0=missing",,,complete,compatible,recode,recode(1=0; 2=1; 3=1; 4=1; ELSE=NA),,
82,H16,phy_mobility_limitation_SF36,Physical function SF36 subscale score,Total score of the physical function subscale of SF38,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
83,H16,phy_SF36_nb_items,Number of non-missing items,Number of non-missing items in the SF36 physical function subscale,integer,items,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
1,LOF,adm_id,Identification,Participant id,text,,,,VisitRunningNumber,Participant identifier,VisitRunningNumber,,,,complete,identical,id_creation,VisitRunningNumber,,
2,LOF,adm_date,Completion date,Date on which the questionnaire was completed,date,,yyyy-mm-dd,,VisitDate,Date of measurement,VisitDate,,yyyy-mm-dd,,complete,identical,direct_mapping,direct_mapping,,
3,LOF,sdc_sex,Sex,Sex of the participant,integer,,,"1 = Female ; 
2 = Male",sex,Sex,Sex,1:Male;2:Female,,,complete,identical,recode,recode(1=2; 2=1; ELSE=NA),,
4,LOF,sdc_age,Age,Age of the participant at the time of questionnaire completion,integer,years,,,AgeVisit,Age,AgeVisit,,Years,,complete,identical,direct_mapping,direct_mapping,,
5,LOF,sdc_education,Level of education,Participant's level of education at the time of questionnaire completion,integer,,,"0 = None or lower than high school ; 
1 = High school qualifications ; 
2 = Further education qualifications ; 
3 = University degree and higher",V_73; V_74,Education,"V_73 What level of primary/secondary schooling have you completed? ;

V_74 Have you completed education beyond primary or secondary school?","1:Still in school;
2:7 or less years of schooling;
3:8-9 years of schooling;
4:10-11 years of schooling;
5:High school;
6:Other (including international school)

1:No;
2:One or multiple shorter courses (ex. special job courses, or job market courses);
3:Vocational training / skills (ex. Office or shop assistant, hairdresser, painter, medical secretary, social and health assistant, farmer);
4:Shorter length higher education, 2-3 years (ex. Market economist, police officer, lab technician, mechanical engineer, computer scientist, multimedia designer, economist, dentist);
5:Medium length higher education, 3-4 years (ex. Primary school teacher, social worker, building constructor, nurse, physiotherapist, engineer, pedagogue, bachelors degree);
6:Longer length higher education, more than 4 years (ex. Civil engineer, MA, doctor, psychologist);
7:Other education",,,complete,compatible,case_when,"case_when(
V_74 %in% 2:4 ~ 2L;
V_74 %in% 5:6 ~ 3L;
V_73 == 5 ~ 1L;
V_73 %in% 1:4 ~ 0L;
V_73 %in% c(1, 6) | V_74 %in% c(1, 7) ~ NA_integer_;
ELSE ~ NA_integer_)","Please confirm/adjust/comment the recoding, we are not 100% sure to understand how the education system translate to the categories desired for harmonization.",
6,LOF,sdc_ethnicity,Ethnicity,Participant's ethnicity,integer,,,"1 = Caucasian or White (Eg: German, Irish, English, Italian, Polish, French, etc) ; 
2 = Black or African American (Eg: African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc) ; 
3 = Asian (Eg: Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc) ; 
4 = Mixed ethnicity and Other",__BLANK__,,__BLANK__,,,,impossible,incompatible,impossible,impossible,,
7,LOF,sdc_employment_status,Current employment status,Indicator of whether the participant is currently employed or unemployed,integer,,,"0 = Unemployed ; 
1 = Employed",V_75,Employment status,What is your professional position,"1:Employed;
2:Self-employed;
3:Both employed and self-employed;
4:Military conscript;
5:Unemployed;
6:Primary or secondary school student;
7:Student;
8:Apprentice;
9:Retired, private pension;
10:Family worker;
11:In rehabilitation;
12:Stay at home parent;
13:Sick leave (3 or more months);
14:Old age pensioner;
15:In early retirement due to invalidity;
16:Other",,,complete,compatible,case_when,"case_when(
V_75 %in% c(1:3) ~ 1L;
V_75 %in% c(5, 12) ~ 0L;
ELSE ~ NA_integer_)",Please confirm the recoding,
8,LOF,sdc_employment_pattern,Current employment pattern,Indicator of whether the participant is currently employed full-time or part-time,integer,,,"1 = Part-time ; 
2 = Full-time",__BLANK__,Employment work pattern,,,,,impossible,unavailable,impossible,impossible,,
9,LOF,sdc_work_hours,Number of hours per week,Number of hours worked per week,decimal,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
10,LOF,sdc_employment_description,Employment description,Participant's employment description,text,,,,__BLANK__,Employment classification,,,,,impossible,unavailable,impossible,impossible,,
11,LOF,sdc_retirement_status,Current retirement status,Indicator of whether the participant is currently retired or not,integer,,,"0 = Not retired ; 
1 = Retired",V_75,Employment status,What is your professional position,"1:Employed;
2:Self-employed;
3:Both employed and self-employed;
4:Military conscript;
5:Unemployed;
6:Primary or secondary school student;
7:Student;
8:Apprentice;
9:Retired, private pension;
10:Family worker;
11:In rehabilitation;
12:Stay at home parent;
13:Sick leave (3 or more months);
14:Old age pensioner;
15:In early retirement due to invalidity;
16:Other",,,complete,compatible,case_when,"case_when(
V_75 %in% c(1:6, 8, 13) ~ 0L;
V_75 %in% c(9, 14, 15) ~ 1L;
ELSE ~ NA_integer_)",,
12,LOF,sdc_married,Ever married,Indicator of whether the participant has ever been married or not,integer,,,"0 = Never married ; 
1 = Married ; 
2 = Formerly married",V_71,Marital Status,What is your legal marital status?,"1:Married;
2:Registered partnership;
3:Separated;
4:Divorced;
5:Widow/widover;
6:Unmarried",,,complete,compatible,recode,recode(1=1; 2=0; 3=NA; 4=2; 5=2; 6=0; ELSE=NA),What is the difference between paperless cohabitation and registered partnership?,
13,LOF,sdc_relationship,Currently in a relationship,Indicator of whether the participant is in a relationship or not,integer,,,"0 = Not in a relationship ; 
1 = In a relationship",V_71; V_72,Marital Status ; Marital Status,"What is your legal marital status?; 
Do you live permanently in a paperless cohabitation?","1:Married;
2:Registered partnership;
3:Separated;
4:Divorced;
5:Widow/widover;
6:Unmarried 

0:No;
1:Yes",,,complete,compatible,case_when,"case_when(
V_72 == 1 ~ 1L;
V_71 %in% c(1:2) ~ 1L;
V_71 == 6 ~ 0L;
V_72 == 0 ~ 0L;
ELSE ~ NA_integer_)",What is the difference between paperless cohabitation and registered partnership?,
14,LOF,sdc_location,Urban or rural location,Urban or rural location,integer,,,"1 = Rural ; 
2 = Urban",__BLANK__,Location,,,,,complete,identical,paste,1,Please confirm that a town with less than 20 000 is considered as rural,
15,LOF,pm_height,Participant's height,Participant's height,decimal,cm,,,height,Height,Height,,Cm,,complete,identical,direct_mapping,direct_mapping,,
16,LOF,pm_height_method,Method used to measure the height,Method used to measure the height,integer,,,"0 = Self-reported ; 
1 = Measured by professional",height,,,,,,complete,compatible,operation,"ifelse(!is.na(height), 1, NA)",,
17,LOF,pm_weight,Participant's weight,Participant's weight,decimal,kg,,,"Weight, kg ; Weight (electronic)",,,,Kg ; Kg,,complete,identical,case_when,"case_when(
!is.na(weight_bio) ~ as.numeric(weight_bio);
!is.na(weight) ~ as.numeric(weight);
ELSE ~ NA_real_)","Please confirm that those variables are the right ones, and that both variables refer to participant's weight",
18,LOF,pm_weight_method,Method used to measure the weight,Method used to measure the weight,integer,,,"1 = Self-reported ; 
2 = Measured by professional",weight,,,,,,complete,compatible,case_when,"case_when(
!is.na(weight_bio) ~ 2L;
!is.na(weight) ~ 2L;
ELSE ~ NA_integer_)",,
19,LOF,pm_bmi,Body mass index,Body mass index,decimal,kg/m2,,,BMI,Body mass index,Body mass index,,Weight in kg/height in cm2,,complete,identical,direct_mapping,direct_mapping,,
20,LOF,pm_waist_circ,Waist circumference,Waist circumference,decimal,cm,,,Talje,Waist circumference,"Waist circumference, cm",,Cm,,complete,identical,direct_mapping,direct_mapping,,
21,LOF,pm_waist_circ_method,Method used to measure the waist circumference,Method used to measure the waist circumference,integer,,,"0 = Self-reported ; 
1 = Measured by professional",Talje,,,,,,complete,compatible,operation,"ifelse(!is.na(Talje), 2, NA)",Please confirm that the waist circumference was measured by a trained professional,
22,LOF,pm_bodyfat_perc,Body fat percentage,Body fat percentage,decimal,%,,,fat_pct,Body composition,"Fat, percent",,Percent,,complete,identical,direct_mapping,direct_mapping,,
23,LOF,pm_bodyfat_perc_method,Method used to measure the body fat percentage,Method used to measure the body fat percentage,text,,,,fat_pct,Body composition,"Fat, percent",,Percent,,complete,compatible,operation,"ifelse(!is.na(fat_pct), ""Bioelectrical impedance measurement (Tanita BC-420MA III or Tanita BC-430MA)"", NA)",,
24,LOF,pm_systo_bp,Systolic blood pressure,"Systolic blood pressure, average of all available measures",integer,mmHg,,,"ArmBT1s; 
ArmBT2s; 
ArmBT3s",Systolic blood pressure,"ArmBT1s Brachial blood pressure 1, systolic; ArmBT2s Brachial blood pressure 2, systolic; ArmBT3s Brachial blood pressure 3, systolic",,mmHg,Average of 3 measures,complete,compatible,operation,"rowMeans(select(., ArmBT1s, ArmBT2s, ArmBT3s), na.rm = TRUE)",,
25,LOF,pm_diasto_bp,Diastolic blood pressure,"Diastolic blood pressure, average of all available measures",integer,mmHg,,,"ArmBT1d; 
ArmBT2d; 
ArmBT3d",Diastolic blood pressure,"ArmBT1d Brachial blood pressure 1, diastolic; ArmBT2d Brachial blood pressure 2, diastolic; ArmBT3d Brachial blood pressure 3, diastolic",,mmHg,Average of 3 measures,complete,compatible,operation,"rowMeans(select(., ArmBT1d, ArmBT2d, ArmBT3d), na.rm = TRUE)",,
26,LOF,pm_resting_heart_rate,Resting heart rate,Resting heart rate,decimal,beats/minute,,,Puls,Resting Heart Rate,"Resting heart rate, oxymeter, beats per minute",,Beats per minute,,complete,identical,direct_mapping,direct_mapping,,
27,LOF,pm_cardiorespiratoy_fitness,Cardiorespiratoy fitness,Cardiorespiratoy fitness,decimal,ml/min/kg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
28,LOF,lab_blood_fasting,Blood sampling fasting,Blood sampling fasting,integer,,,"0 = Non-fasted ; 
1 = Short-fast (<=4h) ; 
2 = Long fast (>4h)",__BLANK__,,,,,All participants of this cohort were non-fasting,complete,identical,paste,0,,
29,LOF,lab_red_blood_cell_count,Red blood cell count,Red blood cell count,decimal,10^12/L,,,BP_21,Blood Cell Count,BP_21 Erythrocytes; num.c.,,× 10^12/L,,complete,identical,direct_mapping,direct_mapping,,
30,LOF,lab_HbA1c,Glycated hemoglobin (A1c),Glycated hemoglobin (A1c),decimal,mmol/mol,,,BP_42,HbA1c,Haemoglobin beta chain(B)—N-(1-deoxyfructos-1-yl)haemoglobin beta chain; subst.fr. (IFCC);Hb,,mmol/mol,,complete,compatible,direct_mapping,direct_mapping,,
31,LOF,lab_chol_tot,Total cholesterol,Total cholesterol,decimal,mmol/L,,,BP_06,Total cholesterol,Cholesterol+ester; subst.c.,,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
32,LOF,lab_chol_hdl,HDL cholesterol,HDL cholesterol,decimal,mmol/L,,,BP_04,HDL cholesterol,"Cholesterol+ester, in HDL; subst.c.",,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
33,LOF,lab_chol_ldl,LDL cholesterol,LDL cholesterol,decimal,mmol/L,,,BP_03,LDL cholesterol,"Cholesterol+ester, in LDL; subst.c.",,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
34,LOF,lab_chol_ldl_calculated,Calculated LDL cholesterol,Calculated LDL cholesterol,decimal,mmol/L,,,"BP_06;
BP_04;
BP_05",,,,,Friedewald equation was used https://lipidworld.biomedcentral.com/articles/10.1186/1476-511X-9-27,complete,compatible,operation,BP_06 - BP_04 - (BP_05 / 2.2),,
35,LOF,lab_trigly,Triglycerides,Triglycerides,decimal,mmol/L,,,BP_05,Triglycerides,Triglyceride; subst.c.,,mmol/L,,complete,identical,direct_mapping,direct_mapping,,
36,LOF,lab_c_reac_pro,C-reactive protein,C-reactive protein,decimal,µg/ml,,,BP_07,C-reactive protein,C-reactive protein subst.c.; high sensitive,,mg/L,,complete,identical,direct_mapping,direct_mapping,,
37,LOF,nut_fruit_quantity,Fruit intake quantity,Fruit Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
38,LOF,nut_fruit_frequency,Fruit intake frequency,Fruit Intake frequency,integer,,,"0 = Rarely ; 
1 = Several times a week ; 
2 = Every day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
39,LOF,nut_vegetable_quantity,Vegetable intake quantity,Vegetable Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
40,LOF,nut_vegetable_frequency,Vegetable intake frequency,Vegetable Intake frequency,integer,,,"0 = Rarely ; 
1 = Several times a week ; 
2 = Every day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
41,LOF,nut_energy_tot,Total energy intake,Total energy intake,decimal,kcal/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
42,LOF,alc_alcohol,Alcohol intake,Alcohol intake per week,decimal,g/week,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
43,LOF,alc_alcohol_frequency,Frequency of alcohol consumption,Frequency of alcohol consumption,integer,,,"0 = Never/almost never ; 
1 = Monthly ; 
2 = Weekly ; 
3 = Daily/almost daily",V_49,Alcohol intake,How often do you drink five units or more at the same occasion?,"1:Almost daily or daily;
2:Weekly;
3:Monthly;
4:Seldom;
5:Never",,,complete,compatible,recode,recode(1=3; 2=2; 3=1; 4=0; 5=0; ELSE=NA),,
44,LOF,smk_smoking_status,Smoking status,Smoking Status,integer,,,"0 = Never smoked ; 
1 = Previously smoked ; 
2 = Currently smoke",V_39,Tobacco use,V_39 Do you smoke?,"1:Yes, every day;
2:Yes, at least once a week;
3:Yes, less often than once a week;
4:No, I stopped;
5:No, I have never smoked",,,complete,compatible,recode,recode(1=2; 2=2; 3=2; 4=1; 5=0; ELSE=NA),,
45,LOF,smk_smoking_frequency,Current smoking frequency,Current smoking frequency,integer,,,"1 = Monthly ;
2 = Weekly ;
3 = Daily/almost daily ;",V_39,Tobacco use,V_39 Do you smoke?,"1:Yes, every day;
2:Yes, at least once a week;
3:Yes, less often than once a week;
4:No, I stopped;
5:No, I have never smoked",,"Category ""Yes, at least once a week"" set to NA because it cannot really fit into Daily/Almost daily and Occasionaly",complete,compatible,recode,recode(1=2; 2=NA; 3=1; 4=NA; 5=NA; ELSE=NA),,
46,LOF,smk_smoking_quantity,Number cigarettes smoked per week,Number cigarettes smoked per week,integer,cigarettes/week,,,__BLANK__,,,,,,undetermined,,,,"Is this variable available? If so, can you provide it with its categories because no information in the data dictionary but question available in the questionnaire.",
47,LOF,lsb_rated_health,Self Rated Health,Self Rated Health,integer,,,"1 = Poor/Very Poor ; 
2 = Moderate/Fair ; 
3 = Good ; 
4 = Very good/Excellent",V_01,Self Rated Health,"V_01 In general, would you say your health is:","1:Excellent;
2:Good ;
3:Fair;
4:Bad;
5:Very bad",,,complete,identical,recode,recode(1=4; 2=3; 3=2; 4=1; ELSE=NA),,
48,LOF,dis_cvd,Cadio vascular diseases,"Cardio vascular diseases (ischemic heart disease, stroke, hypertension, heart failure, atrial fibrillation, thrombosis, cerebrovascular disease, angina pectoris)",integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,undetermined,,,,"Is this variable available? If so, can you provide it with its categories because no information in the data dictionary but question available in the questionnaire.",
49,LOF,dis_musculoskeletal,Musculoskeletal diseases,"Musculoskeletal diseases (Osteoporosis, Arthrosis, Rheumatic disorder, Osteoarthritis or Rheumatism, Rheumatoid Arthritis, Osteoarthritis, Other arthritis, and Rheumatoid arthritis)",integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,undetermined,,,,"Is this variable available? If so, can you provide it with its categories because no information in the data dictionary but question available in the questionnaire.",
